사용월,호선명,지하철역,04시_승차,05시_승차,06시_승차,07시_승차,08시_승차,09시_승차,10시_승차,11시_승차,12시_승차,13시_승차,14시_승차,15시_승차,16시_승차,17시_승차,18시_승차,19시_승차,20시_승차,21시_승차,22시_승차,23시_승차,00시_승차,01시_승차,02시_승차,03시_승차
202304,5호선,행당,22,4056,12117,32410,43605,22520,14854,12378,12588,11589,9683,9940,9874,10091,9588,6380,5141,4052,3199,1151,203,0,0,0
202304,5호선,화곡,278,23477,43186,120417,149945,75897,48049,42986,44599,40889,34405,33481,36913,38408,38644,23743,16977,14128,11266,4925,726,0,0,0
202304,6호선,고려대(종암),16,3770,7949,21533,27987,16256,10972,11795,13072,15211,12149,15831,22253,22174,22729,11532,9752,11646,9193,4185,701,0,0,0
202304,6호선,공덕,105,4595,8785,21263,32323,23665,19636,21561,22964,24429,24561,28570,33395,57195,83478,36777,28458,28014,21900,9944,1236,1,0,0
202304,6호선,광흥창(서강),4,3125,7977,20985,27509,17528,12863,13450,14642,12747,12711,13462,14596,21131,30194,14081,9560,8335,6549,2657,327,0,0,0
202304,6호선,구산,22,5685,11956,31679,38070,20653,13554,12021,13220,11301,9551,11193,12825,10549,9522,6025,4609,4366,4111,1385,186,0,0,0
202304,6호선,녹사평(용산구청),14,1052,1981,5155,8146,6633,5095,5280,6208,6956,7054,8790,11921,13924,18563,11859,11220,12123,9734,5238,625,0,0,0
202304,6호선,대흥(서강대앞),7,2425,5649,16070,23245,14620,10919,11381,14607,16185,14199,15854,21675,25737,25865,14334,12027,13173,12625,4951,586,0,0,0
202304,6호선,독바위,1,2343,4947,14540,13076,6970,4586,4218,4497,3874,3338,3565,3495,3090,2801,1764,1215,847,617,259,60,0,0,0
202304,6호선,돌곶이,17,6428,14717,39839,43929,22020,14762,13373,16043,15841,14836,12835,14118,15436,14443,10348,6926,6857,5084,2357,348,0,0,0
202304,6호선,동묘앞,154,4655,4844,9830,15792,12285,11248,13667,17663,17052,18676,20919,22944,22695,22896,13310,9537,7833,6018,2811,421,0,0,0
202304,6호선,디지털미디어시티,73,6177,16400,51555,55513,31748,18855,16189,16452,15395,13780,15024,20087,33809,48535,21730,11444,9204,6717,3068,529,0,0,0
202304,6호선,마포구청,9,7087,14247,41731,56462,34627,22845,20327,21842,20831,18472,19214,21844,26807,35627,18608,12858,12027,9137,4042,520,1,0,0
202304,6호선,망원,7,5299,10428,27448,38044,24960,18549,18526,22549,22971,22832,24604,27873,31598,40344,29012,24634,23122,18401,8655,1102,0,0,0
202304,6호선,버티고개,0,712,2016,5354,7814,5402,3858,3239,3308,2979,2853,3282,3279,4171,5441,2989,2094,1777,1394,533,72,0,0,0
202304,6호선,보문,20,3731,7598,22834,34421,18691,11759,10284,11868,11669,10774,11380,13663,13774,17766,8996,7168,6705,5296,3046,555,0,0,0
202304,6호선,봉화산(서울의료원),13,5231,16400,48574,40387,20624,15013,12774,12804,11447,9721,9408,10555,11659,10411,5714,4301,3719,2964,1334,162,0,0,0
202304,6호선,불광,19,1473,4460,12037,13845,7870,6259,7107,7963,8098,8534,9680,10207,10159,9890,6259,5070,4114,2282,966,165,0,0,0
202304,6호선,삼각지,5,1571,3122,9039,14022,10800,7623,8975,10880,12070,12191,14363,17266,22875,29334,13874,10412,10693,8589,4412,720,0,0,0
202304,6호선,상수,70,5365,6505,10459,14016,10238,7836,8830,12529,13827,14547,17387,21057,26869,29794,22363,20377,23653,23010,16144,2762,0,0,0
202304,6호선,상월곡(한국과학기술연구원),5,5236,9134,25227,28756,15532,10515,9997,9968,9990,9910,8847,10810,10335,10165,6811,3923,4960,2609,1418,161,0,0,0
202304,6호선,새절(신사),0,10881,20829,54305,63240,33856,21418,18970,20023,18608,16391,16615,21056,18119,16143,10769,7320,6396,4739,1936,333,0,0,0
202304,6호선,석계,1223,8377,20376,49061,55314,30101,21376,18268,19558,18620,16029,15459,17167,17558,15730,11710,8446,7826,6724,4103,814,0,0,0
202304,6호선,신내,0,0,0,0,0,3,0,0,3,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0
202304,6호선,신당,96,5789,5118,7339,12159,9744,9277,11094,12319,11789,11982,14066,19506,20813,25963,17347,15228,17307,17125,6310,1249,0,0,0
202304,6호선,안암(고대병원앞),10,1919,3483,9495,13372,11765,13649,18136,18687,21020,20309,32874,42634,47653,40589,22617,20928,21867,21693,14085,2519,0,0,0
202304,6호선,약수,6,1310,2084,4815,7653,5910,5062,4851,5692,5898,5380,5784,7106,9119,13307,7117,5339,5242,4356,2165,392,0,0,0
202304,6호선,역촌,1,2115,5799,16295,17237,9154,6470,5518,6376,5955,5262,4754,4699,4981,5058,3106,2106,1803,1415,695,65,0,0,0
202304,6호선,연신내,0,0,0,1,0,1,1,1,2,1,5,1,0,3,3,0,1,0,0,3,0,0,0,0
202304,6호선,월곡(동덕여대),10,6781,13885,41578,48381,26179,18243,17343,18222,19752,19583,18225,23265,23647,26450,14299,10529,9277,6224,3038,479,0,0,0
202304,6호선,월드컵경기장(성산),1,760,2746,8431,9748,5795,6936,7647,8288,9669,10617,14352,22843,15957,23145,10539,6252,5193,3744,1311,244,0,0,0
202304,6호선,응암,20,11389,27445,71520,89939,47854,30442,26609,27710,26013,22492,21848,23944,23009,22653,15493,11704,10101,7540,2910,436,0,0,0
202304,6호선,이태원,129,6718,7161,9789,14182,12613,11539,12137,13889,16056,17407,21285,26896,30346,36367,28823,25655,26994,25249,14697,2079,0,0,0
202304,6호선,증산(명지대앞),15,7698,16171,40670,48683,27611,18311,15222,15719,15053,13326,12844,13990,13143,13296,8045,6323,4868,3894,1776,302,0,0,0
202304,6호선,창신,8,2623,5376,14883,17148,8953,5641,5094,5026,4978,4158,4521,6776,5339,4885,3497,3410,2114,1412,813,143,0,0,0
202304,6호선,청구,9,1870,2905,7324,10414,6802,4876,5041,4622,5028,5015,5238,6609,7333,13066,8624,5185,4610,3776,1774,282,0,0,0
202304,6호선,태릉입구,21,4146,7012,18205,22006,12175,8831,8398,9213,8361,8259,8113,9267,9113,9746,6024,4782,4354,3503,1908,385,0,0,0
202304,6호선,한강진,10,710,1450,3285,5735,5340,4045,5814,8435,11247,14925,21438,32236,38505,44956,30695,24221,24067,21986,4182,490,1,0,0
202304,6호선,합정,25,3901,6031,14379,21232,16661,12962,14930,17501,19125,20345,22316,25561,33788,49135,33438,29428,33615,28426,15454,2457,0,0,0
202304,6호선,화랑대(서울여대입구),29,6351,22105,61316,56912,29300,19039,17823,17644,18891,15223,17097,21343,20148,16266,8731,5919,4960,3694,1436,137,0,0,0
202304,6호선,효창공원앞,15,2473,6041,17076,27152,16912,10521,9999,11015,12023,9913,11151,14110,15906,23894,10758,7312,6369,4857,2246,430,0,0,0
202304,7호선,가산디지털단지,719,7708,9103,22387,25900,19163,18086,23243,29842,34996,39292,51534,75791,197575,293316,118031,66086,52148,27852,11502,1567,0,0,0
202304,7호선,강남구청,29,1883,4096,7497,10163,9289,9334,11496,14293,17575,21493,26347,32031,49421,88885,54018,33584,31989,23097,9513,1447,0,0,0
202304,7호선,건대입구,65,4259,5200,13270,19596,16401,14274,16133,18632,20994,23637,27596,33223,39395,35650,26588,28948,25191,22859,11681,1806,0,0,0
202304,7호선,고속터미널,14,1126,3295,11217,18815,23541,24383,26888,27745,27511,30273,36249,41635,54944,51956,35909,38835,33818,26842,9352,710,0,0,0
202304,7호선,공릉(서울과학기술대),27,6563,15072,37096,41682,24869,18965,18874,20154,19186,18213,19678,22794,23040,23839,14544,11886,11339,9844,5488,917,0,0,0
202304,7호선,광명사거리,218,19508,30058,76579,87276,48195,32146,29398,31785,31320,29527,30435,34304,36104,32330,23066,16307,12422,9141,3545,552,0,0,0
202304,7호선,군자(능동),33,8780,15290,36979,57868,39801,22585,18760,20107,20684,19004,19458,22150,27433,35324,21664,18071,16927,13364,7056,1211,0,0,0
202304,7호선,까치울,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202304,7호선,남구로,113,17636,15683,30255,36200,24625,16552,14593,16208,15487,14619,16189,20572,42541,70185,30942,16797,11927,8007,3609,493,0,0,0
202304,7호선,남성,10,6425,14595,40455,57158,35111,20743,17545,18026,17620,14884,14544,15547,14964,15166,9132,8302,7798,5330,2450,428,0,0,0
202304,7호선,내방,5,2212,7714,19123,29935,21868,16028,17734,17067,18408,18521,21782,26034,38998,68949,26966,18892,18002,12745,4497,665,0,0,0
202304,7호선,노원,42,8099,15695,39317,42002,29575,28200,31141,34739,33924,35412,38657,41230,42966,46392,30247,29564,23230,22291,8356,1573,0,0,0
202304,7호선,논현,40,2977,4417,8473,13276,12163,11277,12655,14378,16189,20042,24136,29997,55891,94026,51323,33695,35412,31585,16075,2664,0,0,0
202304,7호선,대림(구로구청),29,12326,8904,15545,22826,18108,13145,12980,14029,15206,16174,16857,17552,18613,19130,13627,10829,8942,6867,3358,371,1,0,0
202304,7호선,도봉산,73,5176,17134,49908,42047,22862,13694,12938,12578,12379,12042,13824,16909,14331,12186,6193,3914,3042,2535,835,120,2,0,0
202304,7호선,뚝섬유원지,21,5065,10159,21943,30445,21311,13098,10963,11241,11804,12152,15630,20013,23706,27444,23884,25522,23355,17219,8301,869,0,0,0
202304,7호선,마들,27,10399,26388,64798,63060,33287,23342,21016,22115,18651,15872,16074,15775,13463,12582,8036,5893,4022,3345,1279,155,0,0,0
202304,7호선,먹골,11,8240,14304,36239,45452,26088,17779,16199,16380,15298,13498,13338,14285,14615,15331,10135,7768,6256,4804,2084,324,0,0,0
202304,7호선,면목,65,13731,24477,58508,72264,41985,26381,23225,25048,23262,20339,21854,26656,23577,20960,16573,10829,8250,6039,2687,458,1,0,0
202304,7호선,반포,3,901,2979,8231,11746,9004,6573,6682,7959,8718,9605,11481,19890,17265,17361,12320,9728,9887,6922,2472,367,0,0,0
202304,7호선,보라매,14,4147,6977,18230,25818,16131,10282,9580,10336,10100,9715,9944,11887,13668,18519,8442,7016,6538,5362,2087,362,0,0,0
202304,7호선,사가정,19,11659,24515,56850,70853,43197,27739,23609,24964,23667,21333,21490,23107,24616,23861,17594,12769,10945,8725,4637,781,0,0,0
202304,7호선,삼산체육관,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202304,7호선,상도,4,5365,12918,35650,44289,29293,19115,16950,18894,18397,18085,18901,21472,23226,23759,13394,12064,12537,9963,5866,1162,0,0,0
202304,7호선,상봉(시외버스터미널),412,11024,20945,53386,72632,38676,23618,21567,24155,23317,22177,22417,26451,28429,31747,23184,18145,16716,12962,6475,1240,0,0,0
202304,7호선,수락산,45,9755,21612,48536,49532,30832,21581,19207,20788,20633,19827,19719,20246,19264,18922,12526,8633,7100,4816,2299,266,0,0,0
202304,7호선,숭실대입구(살피재),6,5793,13496,38874,50133,31930,22038,20894,21405,24077,26098,24705,36017,36332,25936,17167,16054,17499,15195,9106,1495,0,0,0
202304,7호선,신대방삼거리,30,10108,19857,52936,77164,44964,26213,22320,22933,20932,18969,17459,20512,19028,20151,12143,10210,8848,7152,3507,624,0,0,0
202304,7호선,신풍,119,13742,16825,40908,51065,30579,18505,16494,17416,15569,14269,14414,17584,17569,17281,11156,7626,6385,5021,2095,391,4,0,0
202304,7호선,어린이대공원(세종대),5,3628,8050,20131,32653,24856,17957,21478,24306,28237,35536,37632,48875,59874,54459,29596,22550,22844,20580,11190,1910,0,0,0
202304,7호선,온수(성공회대입구),146,7633,17590,45141,52404,24341,13458,12131,13786,12407,11213,13491,19350,17530,14971,6904,5446,5505,3155,1701,270,4,0,0
202304,7호선,용마산(용마폭포공원),4,5003,11191,24322,29224,16963,10522,9000,8962,8218,7003,7124,7927,7226,7550,5015,3586,2745,1917,928,169,0,0,0
202304,7호선,이수,26,4927,10016,28184,43368,29847,19680,19438,21189,23618,22864,24274,26722,30593,41760,24848,23247,26172,22240,11840,1932,0,0,0
202304,7호선,장승배기,6,5875,11458,26126,39160,25284,16261,14763,14529,14314,13076,12314,14643,13885,14781,8296,6856,6179,4734,1853,402,1,0,0
202304,7호선,장암,6,1634,7168,17980,10683,4870,2784,2306,2718,2708,3276,3611,3829,3847,3241,1957,1302,809,468,121,21,0,0,0
202304,7호선,중계,17,9344,25287,63445,64297,36845,25459,22381,25581,22218,19110,18321,24929,22980,18901,10534,7817,8042,6519,2632,389,0,0,0
202304,7호선,중곡,5,6287,13472,32580,45270,28717,18168,15160,15664,14888,13312,13829,18508,20549,21966,11759,8029,6861,5560,1918,340,0,0,0
202304,7호선,중화,41,8801,15727,38621,47178,27275,17393,15352,16507,15411,12811,12677,15926,17234,18815,11776,7717,6585,4908,2195,347,0,0,0
202304,7호선,천왕,29,8366,19384,53802,59613,33174,19186,15004,15486,14380,12532,12656,15077,14375,13858,7554,5559,4347,2923,1229,207,1,0,0
202304,7호선,철산,16,9897,30693,86030,86731,50682,33381,30243,30760,27858,25857,26010,30357,33382,35998,20515,17651,17529,14666,7208,1065,0,0,0
202304,7호선,청담,47,2544,6425,11690,16310,13582,13355,16526,19934,21343,24124,31630,43868,69092,109511,54889,32865,28626,23078,5904,678,0,0,0
202304,7호선,태릉입구,151,7762,8962,22233,28312,18839,14344,13232,15174,15106,15300,16783,19318,21386,21263,13211,9747,8681,6803,3174,523,1,0,0
202304,7호선,하계,27,8198,25952,69287,72945,41828,30959,29030,30620,27042,26124,29472,32944,32122,26185,15603,13981,11483,8734,3086,449,0,0,0
202304,7호선,학동,5,1879,4862,8700,11606,11163,11207,14224,18419,22154,26482,34829,44715,79719,156059,76868,39137,34311,24977,10247,1546,2,0,0
202304,8호선,가락시장,106,3171,5493,10541,13138,10479,10005,10255,10426,11065,12327,14017,14537,19181,26814,12339,11202,11177,9052,4146,820,1,0,0
202304,8호선,강동구청,12,5168,12017,32113,41771,25382,16126,14328,14179,14165,12867,13585,16001,18815,25200,10698,8118,7246,5159,1966,377,0,0,0
202304,8호선,남위례,3,1310,6123,19182,23787,13140,9173,8814,9211,9626,8643,9838,12396,16336,17976,8264,6730,6868,4954,2123,571,0,0,0
202304,8호선,남한산성입구(성남법원.검찰청),91,11125,21761,55156,67897,35037,23460,21382,23577,20547,18965,21795,25821,27015,23066,11346,8193,6234,4324,1477,266,0,0,0
202304,8호선,단대오거리,24,9796,19473,48850,57690,29405,20136,17288,19263,17624,15411,15889,19378,22266,23714,11506,8168,6941,4511,1779,400,1,0,0
202304,8호선,모란,22,2479,3127,8729,11290,7312,6920,7927,10112,10121,10247,11393,14519,12161,12413,7387,5065,4894,3844,2396,594,1,0,0
202304,8호선,몽촌토성(평화의문),4,1570,4154,11900,18711,11678,8017,7927,9401,8964,9866,11820,16161,18219,22348,10801,7788,7741,5706,2873,436,0,0,0
202304,8호선,문정,1,2377,7219,23507,33494,19738,16119,17458,19734,22612,25057,27964,32627,80092,116691,41123,28627,24188,19048,6559,1030,0,0,0
202304,8호선,복정,29,4092,10164,28334,36438,22030,14033,11506,13859,12423,12037,13863,17391,22918,23941,13166,8733,7358,6021,2559,401,0,0,0
202304,8호선,산성,39,4187,8213,23092,26037,13415,9670,8070,8298,7833,7253,8039,8906,9635,6628,3637,2430,2047,1364,614,115,0,0,0
202304,8호선,석촌,2,2750,5912,16454,23636,14075,10713,10709,11879,12026,12324,13437,14936,17468,19773,12537,11529,11960,8932,3612,591,0,0,0
202304,8호선,송파,2,3161,9462,30320,36428,22429,15957,14779,14206,13754,12153,13826,15558,15060,16844,9935,7018,5267,4345,1856,233,1,0,0
202304,8호선,수진,8,4367,6967,16560,23445,12957,9149,8572,10029,8906,7778,8980,12323,9261,8493,5316,3929,3267,2540,983,253,0,0,0
202304,8호선,신흥,13,3880,7204,17411,22770,12255,8357,7485,7908,7510,7238,7859,9042,9172,8691,5087,4301,2999,2021,867,198,0,0,0
202304,8호선,암사,21,14990,29821,82998,104480,54073,31424,25705,26984,25115,21356,19895,20689,22208,21245,13550,10798,8057,5503,2264,454,0,0,0
202304,8호선,잠실(송파구청),3,1224,4354,8780,13014,9887,10006,12950,16539,20192,26273,33150,38088,49511,67691,41976,38914,37580,26786,9431,1427,0,0,0
202304,8호선,장지,10,5983,19102,47642,58145,33149,21799,19559,21232,22024,21266,25059,31388,44910,46762,25456,22650,17848,10272,4895,710,0,0,0
202304,8호선,천호(풍납토성),93,10658,16992,41491,57034,32708,20049,19222,20904,21354,19836,21823,24262,29497,30907,20277,17069,13360,9753,4551,895,0,0,0
202304,9호선,가양,117,15649,28251,78311,80274,48304,33974,32287,34160,31183,28399,29634,34085,41621,48421,21943,16636,13611,10081,3934,560,0,0,0
202304,9호선,개화,4,2001,7689,17767,11632,4502,2820,2441,2397,2354,2768,3060,4276,5629,6067,2624,1671,1722,416,245,94,0,0,0
202304,9호선,고속터미널,3,2178,5637,17695,22949,20051,17893,20216,23331,25621,28961,32621,37085,40167,39319,33783,33934,25870,20627,7753,800,1,0,0
202304,9호선,공항시장,3,3061,4774,10268,11308,6734,5126,4576,5063,4575,4059,4395,4188,4484,4010,2763,2539,1922,1409,919,164,0,0,0
202304,9호선,구반포,0,307,588,1336,1878,1177,1009,1217,1313,1452,1886,2227,2961,3555,3907,1985,1309,1105,745,241,33,0,0,0
202304,9호선,국회의사당,1,831,2067,4493,7518,6941,9751,14664,20837,27245,29861,32674,41014,76246,107377,41998,27573,25875,15962,5159,924,0,0,0
202304,9호선,김포공항,2,974,2667,7092,9840,8986,10024,11005,11684,13641,14802,17482,14621,18023,20574,16632,13036,13407,11001,4413,178,0,0,1
202304,9호선,노들,6,3906,6065,17300,22313,12855,9021,7358,7899,7627,6562,6256,6820,7106,7133,4599,3925,3313,2555,909,179,1,0,0
202304,9호선,노량진,306,16826,26502,67547,94481,53453,34407,32658,37084,40642,35105,35550,40288,48519,50556,31748,32691,37387,37277,12678,1201,0,0,0
202304,9호선,당산,84,8983,18027,54514,63937,40018,29181,28483,30141,27834,26145,26564,28760,37536,49122,26251,21659,21026,17656,8453,1438,1,0,0
202304,9호선,동작(현충원),8,1109,1581,4946,5671,3690,3383,4358,5380,4995,5182,6055,6470,6352,4699,2140,1664,1598,1158,626,60,1,0,0
202304,9호선,등촌,7,5833,16147,47182,56981,25618,18896,17039,17306,16635,15098,15365,15490,15722,18468,9108,7110,5841,4545,2193,447,0,0,0
202304,9호선,마곡나루(서울식물원),23,4469,10791,31506,31263,16820,12705,13383,15611,15830,16455,18603,23060,37811,45477,21124,17538,17130,14515,6796,920,0,0,0
202304,9호선,사평,2,784,3231,11579,13937,9090,6594,5758,6060,5901,5307,6072,7736,7510,7899,4973,3282,2507,2001,699,140,0,0,0
202304,9호선,샛강,5,1157,2301,5165,6757,5157,5411,6392,7194,8574,8754,9963,12199,21471,31422,12849,11259,10412,7683,3768,808,0,0,0
202304,9호선,선유도,2,2151,6610,22343,26323,13677,9727,9679,10737,9875,9504,11138,14339,25984,37763,14444,8482,6753,5194,2090,346,0,0,0
202304,9호선,신논현,58,4170,12842,31335,43411,32476,28885,33074,40454,43094,45739,50255,60130,80058,102355,73428,57066,61971,55120,28212,4134,1,0,0
202304,9호선,신목동,5,2182,6846,21217,20170,10639,7089,6305,6252,5287,4969,5090,6483,6667,5940,2982,2085,1796,1598,596,149,2,0,0
202304,9호선,신반포,2,567,2270,6392,8020,5890,4883,4774,5629,5908,5767,8292,14219,13511,10187,5807,5183,4586,3194,911,122,0,0,0
202304,9호선,신방화,2,4742,11848,29570,27828,15926,11472,10325,11203,9745,8835,9517,10570,9082,10062,6119,4673,3660,2748,1229,237,0,0,0
202304,9호선,양천향교,11,4562,11104,31101,32478,15703,12339,12637,14242,13210,12542,14284,17218,22890,32423,12116,7910,7043,5073,2141,437,0,0,0
202304,9호선,여의도,25,2743,4511,8745,10874,11796,14868,21551,23271,29216,34099,42515,59663,146150,147072,76170,62723,47323,27494,9471,1154,0,0,0
202304,9호선,염창,11,12113,29116,81264,87165,48395,30861,25820,27243,24091,19679,18559,20140,22175,24909,14064,10876,9180,7110,2993,456,0,0,0
